day,sales
10050,3886
10051,9146
10052,8880
10053,9658
10054,9661
10055,9219
10056,933
10057,653
10058,1403
10059,1371
10060,4810
10061,4246
10062,3282
10063,1617
10064,6486
10065,4270
10066,7919
10067,1372
10068,3608
10069,1677
10070,4831
10071,1953
10072,3845
10073,5881
10074,9213
10075,2315
10076,6619
10077,4557
10078,2149
10079,3246
10080,7020
10081,4032
10082,5508
10083,2740
10084,2304
10085,6721
10086,6240
10087,7917
10088,799
10089,4460
10090,5437
10091,8015
10092,158
10093,359
10094,541
10095,8846
10096,4389
10097,1084
10098,8577
10099,2589
10100,1203
10101,6013
10102,792
10103,8993
10104,8605
10105,7414
10106,7915
10107,1712
10108,8205
10109,8348
10110,5232
10111,8999
10112,7622
10113,5856
10114,6845
10115,1452
10116,6644
10117,5396
10118,7637
10119,2287
10120,1393
10121,3476
10122,3201
10123,5338
10124,6546
10125,2332
10126,1682
10127,4347
10128,3368
10129,5801
10130,3649
10131,4511
10132,202
10133,6930
10134,9004
10135,6240
10136,3388
10137,8653
10138,1279
10139,3329
10140,4068
10141,5390
10142,993
10143,3708
10144,5219
10145,3720
10146,9362
10147,3914
10148,1430
10149,6742
10150,4758
10151,3054
10152,196
10153,1522
10154,5586
10155,9718
10156,2842
10157,14
10158,1711
10159,2742
10160,3203
10161,7764
10162,7868
10163,1277
10164,2511
10165,9037
10166,8429
10167,3209
10168,4369
10169,1105
10170,8977
10171,2582
10172,2418
10173,7223
10174,7200
10175,2287
10176,2515
10177,3225
10178,941
10179,3853
10180,30
10181,2387
10182,3603
10183,728
10184,9755
10185,7215
10186,9142
10187,1649
10188,4786
10189,1449
10190,4933
10191,7519
10192,6470
10193,684
10194,5315
10195,7515
10196,5834
10197,6767
10198,8570
10199,9806
10200,4176
10201,7260
10202,924
10203,3767
10204,2092
10205,4595
10206,4531
10207,7672
10208,829
10209,6048
10210,4187
10211,5551
10212,7183
10213,2591
10214,5213
10215,9307
10216,5540
10217,4008
10218,3157
10219,4100
10220,2235
10221,4743
10222,9740
10223,5772
10224,8949
10225,4168
10226,9563
10227,7688
10228,2969
10229,9448
10230,8045
10231,3239
10232,8223
10233,9133
10234,2426
10235,3251
10236,451
10237,6320
10238,5736
10239,4360
10240,7128
10241,3576
10242,6574
10243,4009
10244,9983
10245,5093
10246,4700
10247,9770
10248,5876
10249,354
10250,8308
10251,3692
10252,6029
10253,709
10254,9335
10255,6862
10256,483
10257,1714
10258,757
10259,6442
10260,294
10261,5503
10262,3536
10263,6294
10264,6146
10265,1645
10266,3129
10267,1304
10268,6729
10269,3421
10270,2485
10271,532
10272,1742
10273,8131
10274,7260
10275,5038
10276,8331
10277,4578
10278,2752
10279,5325
10280,1349
10281,159
10282,8294
10283,6490
10284,5685
10285,3730
10286,13
10287,6425
10288,3230
10289,8393
10290,9329
10291,4397
10292,4631
10293,8174
10294,7143
10295,4628
10296,9120
10297,904
10298,4733
10299,8986
10300,254
10301,8069
10302,4199
10303,908
10304,5691
10305,546
10306,2698
10307,5572
10308,4986
10309,8485
10310,8742
10311,1973
10312,3654
10313,1759
10314,8614
10315,9628
10316,7561
10317,2153
10318,3661
10319,3226
10320,3096
10321,9781
10322,5293
10323,2399
10324,5282
10325,937
10326,4838
10327,3400
10328,3867
10329,1607
10330,6013
10331,3410
10332,9918
10333,8797
10334,5244
10335,7359
10336,4310
10337,9007
10338,806
10339,9726
10340,5102
10341,7790
10342,5754
10343,8787
10344,1093
10345,3613
10346,4069
10347,2450
10348,4096
10349,8575
10350,250
10351,668
10352,1121
10353,3727
10354,4350
10355,9292
10356,3816
10357,9723
10358,9040
10359,2509
10360,2706
10361,5539
10362,2619
10363,1387
10364,4296
10365,4247
10366,3898
10367,20
10368,3748
10369,6721
10370,9619
10371,8670
10372,527
10373,2672
10374,8526
10375,1666
10376,7517
10377,4596
10378,8870
10379,1469
10380,395
10381,8844
10382,7273
10383,620
10384,4197
10385,7501
10386,4465
10387,9973
10388,586
10389,6440
10390,4438
10391,6319
10392,7072
10393,2166
10394,2565
10395,7792
10396,5006
10397,3023
10398,7383
10399,9923
10400,8529
10401,4621
10402,2722
10403,5941
10404,2145
10405,1911
10406,4458
10407,1029
10408,1185
10409,6596
10410,2552
10411,7347
10412,4258
10413,1399
10414,5054
10415,9309
10416,8452
10417,5049
10418,1044
10419,2460
10420,7329
10421,461
10422,8989
10423,8715
10424,9825
10425,6313
10426,3953
10427,8573
10428,6210
10429,1041
10430,6294
10431,6232
10432,189
10433,4822
10434,11
10435,8961
10436,9985
10437,6859
10438,7079
10439,7091
10440,5820
10441,8911
10442,368
10443,4158
10444,3435
10445,5003
10446,7680
10447,9081
10448,1743
10449,53
10450,7278
10451,7611
10452,3116
10453,5707
10454,9623
10455,608
10456,5417
10457,7031
10458,9547
10459,5968
10460,4512
10461,8554
10462,8049
10463,6087
10464,300
10465,3552
10466,4059
10467,5630
10468,8720
10469,6047
10470,8382
10471,1133
10472,970
10473,6717
10474,9296
10475,1460
10476,5852
10477,5797
10478,3014
10479,6180
10480,1833
10481,8230
10482,6207
10483,4000
10484,7230
10485,5966
10486,27
10487,4819
10488,151
10489,2576
10490,6467
10491,3023
10492,2021
10493,442
10494,6709
10495,686
10496,7169
10497,1724
10498,7892
10499,8597
10500,2975
10501,1004
10502,2102
10503,4423
10504,9631
10505,3837
10506,8746
10507,3252
10508,3664
10509,9044
10510,1691
10511,2668
10512,2685
10513,863
10514,5940
10515,1844
10516,866
10517,3682
10518,7622
10519,3263
10520,2539
10521,1695
10522,3892
10523,1839
10524,9706
10525,8770
10526,7442
10527,8130
10528,6433
10529,4256
10530,2039
10531,2055
10532,8659
10533,5892
10534,7959
10535,4267
10536,5051
10537,5800
10538,9412
10539,7617
10540,2488
10541,47
10542,371
10543,5898
10544,8393
10545,8572
10546,8663
10547,2765
10548,9782
10549,2546
10550,7858
10551,4067
10552,2125
10553,3708
10554,971
10555,4849
10556,4433
10557,292
10558,2210
10559,4774
10560,8792
10561,5068
10562,8469
10563,4163
10564,2636
10565,4247
10566,3023
10567,3679
10568,6969
10569,9284
10570,6575
10571,3696
10572,9505
10573,5841
10574,4589
10575,9757
10576,5581
10577,8362
10578,9542
10579,2823
10580,341
10581,3309
10582,2456
10583,3655
10584,3221
10585,2658
10586,4642
10587,425
10588,827
10589,8519
10590,5977
10591,3718
10592,6111
10593,5439
10594,2416
10595,2658
10596,1027
10597,9531
10598,1710
10599,3230
10600,2404
10601,1477
10602,4447
10603,1335
10604,3027
10605,6037
10606,3675
10607,4702
10608,4077
10609,2901
10610,6615
10611,5217
10612,1633
10613,5214
10614,9671
10615,5564
10616,5428
10617,6369
10618,5107
10619,8675
10620,2538
10621,6751
10622,1474
10623,9
10624,5456
10625,4903
10626,121
10627,2119
10628,1218
10629,7233
10630,9078
10631,3089
10632,8855
10633,7454
10634,5445
10635,257
10636,8201
10637,5898
10638,2279
10639,685
10640,3229
10641,2880
10642,6210
10643,2627
10644,4291
10645,5672
10646,7369
10647,4636
10648,6308
10649,2587
10650,598
10651,1518
10652,3291
10653,3095
10654,7052
10655,6608
10656,3030
10657,6318
10658,4570
10659,4275
10660,9104
10661,2609
10662,1014
10663,3261
10664,3534
10665,5259
10666,6876
10667,4309
10668,2574
10669,3645
10670,104
10671,4307
10672,9046
10673,6066
10674,2552
10675,7384
10676,7759
10677,9907
10678,1165
10679,1569
10680,4535
10681,3900
10682,4545
10683,6545
10684,9334
10685,7187
10686,5546
10687,6111
10688,5492
10689,6011
10690,5309
10691,1106
10692,3653
10693,1315
10694,7638
10695,4635
10696,2546
10697,6310
10698,6037
10699,348
10700,5989
10701,5504
10702,7126
10703,7535
10704,1420
10705,4768
10706,9047
10707,4910
10708,3966
10709,6431
10710,7919
10711,7306
10712,2965
10713,9415
10714,8710
10715,4631
10716,1577
10717,13
10718,3993
10719,4265
10720,9574
10721,861
10722,2053
10723,1981
10724,4834
10725,9244
10726,4975
10727,7525
10728,1236
10729,2344
10730,4695
10731,506
10732,1755
10733,8512
10734,5359
10735,693
10736,4658
10737,1365
10738,8245
10739,4165
10740,620
10741,5847
10742,5155
10743,510
10744,7466
10745,1452
10746,6830
10747,4210
10748,6883
10749,7941
10750,5222
10751,392
10752,9761
10753,4854
10754,4587
10755,4102
10756,583
10757,5421
10758,3219
10759,5041
10760,9085
10761,9378
10762,5286
10763,3015
10764,2627
10765,3568
10766,3914
10767,1637
10768,7497
10769,3644
10770,201
10771,9941
10772,1166
10773,7117
10774,1484
10775,9377
10776,159
10777,3563
10778,4054
10779,3380
10780,3475
10781,4190
10782,7238
10783,9904
10784,8965
10785,6320
10786,5186
10787,3704
10788,3261
10789,5706
10790,6664
10791,7325
10792,4383
10793,5427
10794,5859
10795,580
10796,4699
10797,97
10798,7939
10799,5603
10800,3569
10801,9219
10802,9802
10803,9893
10804,7551
10805,5302
10806,5014
10807,5766
10808,6202
10809,7492
10810,7235
10811,2968
10812,569
10813,2936
10814,9635
10815,8194
10816,3643
10817,5638
10818,5368
10819,1360
10820,3245
10821,8034
10822,8417
10823,4141
10824,6543
10825,7575
10826,3889
10827,4421
10828,4283
10829,8759
10830,3680
10831,7916
10832,2505
10833,9806
10834,4473
10835,8810
10836,3621
10837,3530
10838,2032
10839,2466
10840,5266
10841,6146
10842,6728
10843,7043
10844,1353
10845,9354
10846,3069
10847,4485
10848,102
10849,4381
10850,9561
10851,5998
10852,5778
10853,2419
10854,4838
10855,720
10856,6793
10857,8708
10858,7685
10859,4144
10860,7898
10861,9156
10862,1497
10863,5914
10864,9333
10865,1502
10866,5959
10867,3871
10868,3552
10869,5603
10870,4968
10871,2732
10872,4250
10873,6803
10874,681
10875,6261
10876,9576
10877,5245
10878,4142
10879,1461
10880,9726
10881,5630
10882,6546
10883,8260
10884,437
10885,5395
10886,4472
10887,6240
10888,1513
10889,3161
10890,16
10891,6691
10892,8304
10893,2222
10894,7642
10895,151
10896,6858
10897,3363
10898,1380
10899,9600
10900,4880
10901,2549
10902,1808
10903,500
10904,1927
10905,3662
10906,247
10907,6345
10908,9980
10909,6580
10910,48
10911,2852
10912,3010
10913,2669
10914,2109
10915,8301
10916,2676
10917,1744
10918,285
10919,2678
10920,8171
10921,6786
10922,4301
10923,6797
10924,8536
10925,122
10926,1624
10927,2086
10928,9243
10929,2825
10930,331
10931,2233
10932,3516
10933,5346
10934,2860
10935,5380
10936,1554
10937,7770
10938,319
10939,5238
10940,6717
10941,9794
10942,5660
10943,1257
10944,6818
10945,6493
10946,2197
10947,4830
10948,2148
10949,8761
10950,5642
10951,3188
10952,4197
10953,7465
10954,3041
10955,8170
10956,821
10957,6087
10958,7191
10959,2577
10960,1166
10961,6253
10962,6168
10963,5055
10964,3420
10965,2245
10966,9260
10967,2255
10968,8218
10969,8705
10970,9445
10971,5581
10972,1248
10973,5862
10974,9263
10975,4687
10976,3852
10977,8987
10978,5408
10979,4424
10980,2669
10981,2757
10982,6280
10983,9148
10984,3238
10985,3656
10986,5891
10987,8478
10988,5315
10989,4906
10990,2818
10991,3487
10992,3031
10993,3853
10994,9273
10995,406
10996,8010
10997,8472
10998,5636
10999,3355
11000,3138
11001,6224
11002,6183
11003,5470
11004,6862
11005,7925
11006,7677
11007,6415
11008,5852
11009,1521
11010,6759
11011,8294
11012,1283
11013,3965
11014,7836
11015,6157
11016,7546
11017,9522
11018,6914
11019,2979
11020,5082
11021,5718
11022,2535
11023,5326
11024,3676
11025,325
11026,5305
11027,9550
11028,1827
11029,3861
11030,984
11031,3659
11032,5932
11033,541
11034,8204
11035,8333
11036,6308
11037,528
11038,4905
11039,1929
11040,476
11041,155
11042,8985
11043,2126
11044,917
11045,8107
11046,4304
11047,319
11048,7474
11049,3236
11050,7642
11051,5015
11052,9449
11053,1706
11054,876
11055,1818
11056,2658
11057,9043
11058,2087
11059,8227
11060,7017
11061,7390
11062,3720
11063,4782
11064,5566
11065,3331
11066,328
11067,4322
11068,1872
11069,3411
11070,8134
11071,3913
11072,7914
11073,6141
11074,9239
11075,9298
11076,7082
11077,4396
11078,5521
11079,4231
11080,8251
11081,1641
11082,6941
11083,328
11084,1071
11085,9657
11086,3486
11087,3165
11088,6469
11089,9496
11090,2041
11091,3070
11092,6180
11093,5122
11094,8362
11095,9585
11096,2882
11097,6429
11098,8645
11099,1855
11100,4692
11101,5822
11102,5893
11103,7979
11104,4184
11105,2071
11106,6911
11107,7775
11108,903
11109,3324
11110,1229
11111,4596
11112,4836
11113,8515
11114,5007
11115,4301
11116,9373
11117,1250
11118,2224
11119,3825
11120,841
11121,3654
11122,723
11123,8017
11124,1789
11125,6551
11126,9926
11127,6769
11128,2017
11129,433
11130,8998
11131,2859
11132,2090
11133,5140
11134,6898
11135,4656
11136,2770
11137,7625
11138,7983
11139,6627
11140,7008
11141,4272
11142,9270
11143,3608
11144,2437
11145,5052
11146,5631
11147,7374
11148,7561
11149,3154
11150,7822
11151,119
11152,1088
11153,2663
11154,6844
11155,9820
11156,4328
11157,700
11158,7738
11159,2248
11160,9724
11161,6029
11162,3396
11163,5471
11164,8571
11165,3843
11166,1696
11167,9205
11168,6373
11169,9598
11170,3084
11171,726
11172,1406
11173,255
11174,2782
11175,7712
11176,1140
11177,1813
11178,5054
11179,9175
11180,8205
11181,7980
11182,8494
11183,4640
11184,3870
11185,2011
11186,1405
11187,6884
11188,9100
11189,8790
11190,3798
11191,9973
11192,157
11193,7184
11194,3005
11195,9160
11196,5913
11197,90
11198,9089
11199,679
11200,9169
11201,6913
11202,6923
11203,1664
11204,3523
11205,859
11206,8368
11207,7361
11208,9983
11209,3230
11210,7367
11211,4491
11212,3598
11213,3099
11214,874
11215,9687
11216,2511
11217,7611
11218,2367
11219,7930
11220,7558
11221,804
11222,1201
11223,5881
11224,9700
11225,4092
11226,2354
11227,3662
11228,2540
11229,5920
11230,4595
11231,2561
11232,4692
11233,1551
11234,4193
11235,1258
11236,7172
11237,274
11238,9578
11239,4784
11240,7817
11241,6717
11242,4201
11243,3602
11244,1053
11245,3993
11246,5079
11247,2592
11248,9988
11249,2447
11250,8250
11251,1873
11252,1412
11253,9921
11254,7065
11255,6905
11256,3874
11257,6409
11258,4979
11259,314
11260,4693
11261,8155
11262,7731
11263,8843
11264,6752
11265,3599
11266,1738
11267,7292
11268,6219
11269,7205
11270,5734
11271,3415
11272,6077
11273,8267
11274,1486
11275,7562
11276,5560
11277,8739
11278,5229
11279,1042
11280,4411
11281,7912
11282,4584
11283,1373
11284,5656
11285,4335
11286,6436
11287,5685
11288,6401
11289,8267
11290,3575
11291,3865
11292,5967
11293,7397
11294,9200
11295,5382
11296,1487
11297,9871
11298,4209
11299,3345
11300,856
11301,8310
11302,6663
11303,7195
11304,9254
11305,8802
11306,5588
11307,8902
11308,6157
11309,2613
11310,4902
11311,3733
11312,123
11313,9681
11314,410
11315,3722
11316,5317
11317,8918
11318,3380
11319,5523
11320,3295
11321,4320
11322,9627
11323,9100
11324,8673
11325,2962
11326,9297
11327,8333
11328,3264
11329,2536
11330,8573
11331,7908
11332,3122
11333,7369
11334,5882
11335,2829
11336,761
11337,6059
11338,7513
11339,1613
11340,3807
11341,9728
11342,9769
11343,5526
11344,6062
11345,977
11346,165
11347,5163
11348,5945
11349,6879
11350,3872
11351,5162
11352,1472
11353,4352
11354,6511
11355,4227
11356,2704
11357,6176
11358,1622
11359,492
11360,7135
11361,1116
11362,4722
11363,528
11364,4736
11365,5681
11366,8390
11367,1405
11368,7958
11369,7615
11370,7636
11371,544
11372,7
11373,7022
11374,8898
11375,908
11376,8034
11377,2911
11378,7530
11379,6830
11380,7659
11381,8847
11382,5015
11383,4194
11384,352
11385,9511
11386,1026
11387,6039
11388,2748
11389,8151
11390,4590
11391,7406
11392,2851
11393,3133
11394,1626
11395,9597
11396,7725
11397,4073
11398,295
11399,6139
11400,1110
11401,1984
11402,5545
11403,9189
11404,1340
11405,7639
11406,7223
11407,3528
11408,4348
11409,789
11410,2323
11411,6363
11412,3272
11413,1264
11414,1853
11415,4799
11416,1578
11417,8202
11418,120
11419,2202
11420,5598
11421,6571
11422,8536
11423,8845
11424,742
11425,2170
11426,3628
11427,4794
11428,2603
11429,890
11430,3108
11431,9370
11432,9852
11433,113
11434,5275
11435,811
11436,94
11437,5103
11438,6860
11439,8438
11440,5885
11441,5393
11442,8632
11443,6818
11444,876
11445,6708
11446,3684
11447,5756
11448,3129
11449,3502
11450,9378
11451,4314
11452,5823
11453,6905
11454,4118
11455,2342
11456,2950
11457,3910
11458,2530
11459,5930
11460,7730
11461,7867
11462,9332
11463,9423
11464,9772
11465,5019
11466,7749
11467,8950
11468,6186
11469,8830
11470,2120
11471,8537
11472,8996
11473,6735
11474,5033
11475,1339
11476,1720
11477,7605
11478,9514
11479,1444
11480,6821
11481,1974
11482,4609
11483,4062
11484,8848
11485,8056
11486,6321
11487,6951
11488,5787
11489,720
11490,1812
11491,6479
11492,1705
11493,3079
11494,9271
11495,4938
11496,2518
11497,2505
11498,304
11499,1335
11500,1629
11501,5426
11502,9073
11503,805
11504,7582
11505,7532
11506,9660
11507,1972
11508,2154
11509,4958
11510,168
11511,1259
11512,5510
11513,877
11514,8053
11515,5313
11516,339
11517,9503
11518,4155
11519,4765
11520,5062
11521,6559
11522,3325
11523,2036
11524,6649
11525,9325
11526,7105
11527,5330
11528,7489
11529,9937
11530,1453
11531,2818
11532,3775
11533,5341
11534,3158
11535,1874
11536,6335
11537,9879
11538,639
11539,4041
11540,8597
11541,9966
11542,6716
11543,7051
11544,5999
11545,7468
11546,8627
11547,8965
11548,6572
11549,442
11550,8598
11551,4841
11552,9484
11553,1355
11554,4885
11555,985
11556,9414
11557,8354
11558,4408
11559,2669
11560,5264
11561,1391
11562,4522
11563,7165
11564,6805
11565,288
11566,8265
11567,689
11568,5045
11569,9444
11570,210
11571,3660
11572,9356
11573,9786
11574,9841
11575,5691
11576,6713
11577,8202
11578,2961
11579,399
11580,3300
11581,795
11582,3661
11583,8811
11584,5857
11585,2797
11586,6232
11587,2180
11588,6234
11589,8138
11590,510
11591,9608
11592,8276
11593,2043
11594,9828
11595,8961
11596,5720
11597,8930
11598,3764
11599,5858
11600,1731
11601,6588
11602,624
11603,3854
11604,8804
11605,5313
11606,554
11607,3806
11608,5525
11609,1088
11610,461
11611,1039
11612,8953
11613,2366
11614,6459
11615,3804
11616,9662
11617,5264
11618,8348
11619,6231
11620,191
11621,1080
11622,5351
11623,401
11624,7248
11625,2761
11626,252
11627,2385
11628,4846
11629,2398
11630,8747
11631,1926
11632,7671
11633,1898
11634,9488
11635,2571
11636,8229
11637,5174
11638,9125
11639,8252
11640,7804
11641,8859
11642,1632
11643,9576
11644,5973
11645,1708
11646,1
11647,2129
11648,6490
11649,7517
11650,5623
11651,7802
11652,8456
11653,2153
11654,1051
11655,1124
11656,711
11657,1502
11658,6529
11659,4306
11660,7863
11661,9019
11662,3969
11663,9596
11664,8361
11665,3909
11666,7792
11667,7047
11668,3555
11669,8260
11670,7078
11671,9967
11672,5839
11673,1419
11674,4044
11675,2503
11676,7352
11677,6158
11678,2669
11679,6942
11680,486
11681,6186
11682,3550
11683,3718
11684,6391
11685,1267
11686,2774
11687,3699
11688,3425
11689,8552
11690,9662
11691,3961
11692,3305
11693,1344
11694,1514
11695,1319
11696,4116
11697,8399
11698,5041
11699,1362
11700,3700
11701,5032
11702,3174
11703,8041
11704,6947
11705,8526
11706,794
11707,1654
11708,8682
11709,7331
11710,7042
11711,7890
11712,1619
11713,9341
11714,386
11715,2869
11716,9117
11717,7308
11718,8111
11719,7926
11720,2550
11721,9348
11722,1500
11723,1795
11724,311
11725,5542
11726,176
11727,3867
11728,8735
11729,3629
11730,8632
11731,8976
11732,6282
11733,7754
11734,3108
11735,97
11736,8080
11737,5919
11738,244
11739,1317
11740,5024
11741,9416
11742,1346
11743,4443
11744,7361
11745,473
11746,5001
11747,8230
11748,3221
11749,1912
11750,97
11751,566
11752,2484
11753,7348
11754,830
11755,3169
11756,7244
11757,185
11758,1250
11759,4077
11760,5174
11761,6107
11762,2616
11763,3923
11764,7040
11765,1382
11766,5087
11767,9607
11768,1242
11769,3805
11770,5909
11771,9747
11772,4336
11773,7209
11774,9939
11775,7198
11776,523
11777,4829
11778,1758
11779,8798
11780,556
11781,5872
11782,2064
11783,9886
11784,586
11785,4359
11786,364
11787,2506
11788,6626
11789,4070
11790,355
11791,9634
11792,2781
11793,6135
11794,2426
11795,4871
11796,2491
11797,8242
11798,3614
11799,5872
11800,8174
11801,2128
11802,7209
11803,1035
11804,1466
11805,2546
11806,9583
11807,8445
11808,3738
11809,8307
11810,7408
11811,7304
11812,1612
11813,5395
11814,2552
11815,3864
11816,6968
11817,742
11818,7262
11819,9720
11820,8869
11821,928
11822,4854
11823,4140
11824,2269
11825,991
11826,6890
11827,8990
11828,5279
11829,8819
11830,1705
11831,842
11832,8643
11833,3197
11834,9171
11835,4284
11836,2849
11837,9899
11838,9287
11839,8756
11840,8047
11841,7835
11842,6822
11843,4140
11844,7989
11845,5585
11846,5169
11847,5473
11848,9549
11849,4179
11850,712
11851,4020
11852,5405
11853,6766
11854,6130
11855,3128
11856,8204
11857,2617
11858,7505
11859,5193
11860,726
11861,5216
11862,499
11863,7925
11864,1625
11865,5492
11866,5486
11867,5185
11868,847
11869,5921
11870,7529
11871,3540
11872,6230
11873,1767
11874,5345
11875,8012
11876,6366
11877,4600
11878,9394
11879,818
11880,4519
11881,5766
11882,691
11883,8163
11884,6408
11885,353
11886,3292
11887,8816
11888,9316
11889,3343
11890,1588
11891,4611
11892,7085
11893,1162
11894,5321
11895,8612
11896,4181
11897,6419
11898,1893
11899,1349
11900,6903
11901,1173
11902,257
11903,8215
11904,2133
11905,4188
11906,8861
11907,583
11908,7622
11909,9758
11910,3976
11911,8553
11912,1412
11913,4137
11914,4941
11915,2979
11916,2944
11917,7942
11918,8202
11919,2405
11920,5313
11921,9313
11922,4361
11923,1697
11924,9981
11925,7182
11926,4129
11927,5525
11928,5565
11929,3979
11930,6040
11931,9366
11932,1136
11933,4571
11934,2780
11935,6544
11936,9135
11937,4343
11938,4469
11939,1404
11940,3426
11941,3047
11942,5676
11943,422
11944,6322
11945,6490
11946,3754
11947,2615
11948,517
11949,311
11950,6271
11951,6083
11952,9170
11953,8538
11954,10
11955,3305
11956,2177
11957,8530
11958,8081
11959,1050
11960,6274
11961,6962
11962,156
11963,59
11964,3150
11965,3717
11966,9328
11967,9227
11968,3659
11969,542
11970,6459
11971,3224
11972,320
11973,3459
11974,3640
11975,5206
11976,5286
11977,5552
11978,392
11979,1716
11980,7357
11981,5568
11982,4068
11983,1848
11984,4544
11985,6713
11986,6359
11987,147
11988,8985
11989,5551
11990,3882
11991,108
11992,1269
11993,5020
11994,9953
11995,3161
11996,6901
11997,341
11998,6732
11999,3182
12000,9406
12001,2049
12002,8657
12003,4074
12004,6390
12005,4620
12006,7983
12007,4251
12008,660
12009,2785
12010,4901
12011,2664
12012,2859
12013,961
12014,9030
12015,4725
12016,8040
12017,9322
12018,8518
12019,6027
12020,6591
12021,7525
12022,2300
12023,1103
12024,9565
12025,2573
12026,3808
12027,5737
12028,4554
12029,5510
12030,8178
12031,3203
12032,2374
12033,7768
12034,4571
12035,3957
12036,17
12037,2839
12038,2716
12039,3253
12040,5403
12041,5057
12042,8626
12043,7025
12044,2521
12045,9089
12046,7684
12047,949
12048,3847
12049,979
12050,4129
12051,6596
12052,4832
12053,3136
12054,6008
12055,1094
12056,310
12057,8299
12058,2689
12059,186
12060,7187
12061,1899
12062,1238
12063,8745
12064,5402
12065,519
12066,3610
12067,9359
12068,7937
12069,1389
12070,6869
12071,8010
12072,4541
12073,308
12074,4937
12075,2774
12076,3771
12077,7433
12078,722
12079,2361
12080,4559
12081,4519
12082,7076
12083,9184
12084,311
12085,5923
12086,1887
12087,3576
12088,758
12089,9792
12090,5027
12091,7958
12092,8812
12093,9097
12094,3366
12095,229
12096,5019
12097,6942
12098,8772
12099,3932
12100,7198
12101,9370
12102,5376
12103,3674
12104,9152
12105,9561
12106,441
12107,4190
12108,3797
12109,7944
12110,7297
12111,9332
12112,7658
12113,6806
12114,2885
12115,7226
12116,443
12117,3703
12118,7500
12119,2823
12120,6082
12121,7781
12122,6818
12123,3874
12124,3733
12125,208
12126,3135
12127,5892
12128,8316
12129,3343
12130,6134
12131,8768
12132,9133
12133,3247
12134,585
12135,1492
12136,33
12137,7496
12138,6670
12139,2101
12140,2923
12141,9180
12142,6251
12143,4483
12144,2609
12145,5587
12146,7853
12147,3696
12148,1268
12149,4236
12150,1415
12151,9746
12152,6562
12153,7065
12154,4839
12155,1265
12156,9539
12157,4977
12158,7532
12159,5560
12160,7547
12161,9005
12162,6358
12163,9533
12164,9235
12165,1321
12166,9519
12167,7690
12168,1544
12169,8844
12170,412
12171,6105
12172,1956
12173,3982
12174,9042
12175,3545
12176,7680
12177,6245
12178,9903
12179,6122
12180,184
12181,9730
12182,6949
12183,1802
12184,1996
12185,9771
12186,4687
12187,8893
12188,2337
12189,121
12190,1028
12191,8593
12192,4240
12193,1200
12194,3785
12195,8260
12196,8999
12197,2329
12198,4268
12199,3966
12200,7498
12201,3689
12202,3453
12203,7677
12204,9160
12205,1576
12206,6603
12207,8643
12208,3556
12209,3973
12210,8155
12211,1895
12212,4953
12213,8221
12214,5349
12215,4185
12216,1453
12217,7686
12218,2059
12219,3231
12220,4937
12221,8694
12222,7743
12223,2212
12224,3052
12225,4242
12226,2372
12227,382
12228,4940
12229,2992
12230,6383
12231,1353
12232,6227
12233,2287
12234,8641
12235,3924
12236,7459
12237,2706
12238,7393
12239,9534
12240,2603
12241,4678
12242,9823
12243,204
12244,3544
12245,6437
12246,3531
12247,4116
12248,7631
12249,9576
12250,9854
12251,2060
12252,6148
12253,178
12254,5637
12255,6265
12256,4789
12257,9614
12258,5738
12259,3477
12260,7070
12261,6845
12262,4750
12263,1678
12264,9731
12265,5826
12266,7394
12267,9565
12268,2310
12269,3282
12270,2153
12271,4071
12272,6815
12273,944
12274,9666
12275,4245
12276,6204
12277,4153
12278,3951
12279,303
12280,7796
12281,3334
12282,8768
12283,882
12284,5206
12285,1142
12286,7576
12287,5102
12288,1626
12289,5026
12290,4573
12291,6476
12292,1081
12293,1232
12294,7512
12295,8300
12296,6514
12297,871
12298,3060
12299,6862
12300,9480
12301,8580
12302,5393
12303,3984
12304,4194
12305,1371
12306,8417
12307,9114
12308,8739
12309,3666
12310,9610
12311,3631
12312,7146
12313,3749
12314,5893
12315,9965
12316,988
12317,3777
12318,8721
12319,1027
12320,245
12321,5331
12322,5086
12323,2378
12324,3629
12325,7689
12326,7958
12327,9496
12328,6087
12329,7688
12330,3731
12331,7914
12332,6934
12333,6627
12334,9970
12335,4038
12336,3241
12337,9800
12338,7851
12339,7945
12340,9307
12341,2339
12342,1692
12343,6092
12344,4027
12345,8621
12346,1858
12347,7804
12348,4785
12349,4714
12350,7451
12351,6301
12352,981
12353,2131
12354,7922
12355,8879
12356,8289
12357,6637
12358,9288
12359,8415
12360,4592
12361,3961
12362,1601
12363,2641
12364,7643
12365,9711
12366,7940
12367,220
12368,1698
12369,1152
12370,4432
12371,5147
12372,674
12373,1571
12374,9937
12375,4814
12376,4170
12377,8587
12378,846
12379,8368
12380,9104
12381,1796
12382,9691
12383,8059
12384,3111
12385,971
12386,254
12387,2215
12388,5123
12389,9142
12390,7405
12391,4116
12392,1868
12393,992
12394,1298
12395,1314
12396,1363
12397,8628
12398,6837
12399,6447
12400,3335
12401,2865
12402,8521
12403,3258
12404,7293
12405,7953
12406,5994
12407,5078
12408,4547
12409,8906
12410,3348
12411,1414
12412,7729
12413,6289
12414,8009
12415,7544
12416,6615
12417,1357
12418,3511
12419,3435
12420,5524
12421,1056
12422,2338
